Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
22/12/20,Villarreal,Ath Bilbao,1,1,D,0,1,A,2020-2021
23/12/20,Getafe,Celta,1,1,D,1,1,D,2020-2021
23/12/20,Real Madrid,Granada,2,0,H,0,0,D,2020-2021
23/12/20,Alaves,Eibar,2,1,H,2,1,H,2020-2021
23/12/20,Betis,Cadiz,1,0,H,0,0,D,2020-2021
29/12/20,Sevilla,Villarreal,2,0,H,1,0,H,2020-2021
29/12/20,Barcelona,Eibar,1,1,D,0,0,D,2020-2021
29/12/20,Cadiz,Valladolid,0,0,D,0,0,D,2020-2021
29/12/20,Levante,Betis,4,3,H,3,1,H,2020-2021
30/12/20,Granada,Valencia,2,1,H,1,1,D,2020-2021
30/12/20,Ath Madrid,Getafe,1,0,H,1,0,H,2020-2021
30/12/20,Celta,Huesca,2,1,H,1,0,H,2020-2021
30/12/20,Elche,Real Madrid,1,1,D,0,1,A,2020-2021
31/12/20,Ath Bilbao,Sociedad,0,1,A,0,1,A,2020-2021
31/12/20,Osasuna,Alaves,1,1,D,0,0,D,2020-2021
02/01/21,Villarreal,Levante,2,1,H,1,0,H,2020-2021
02/01/21,Betis,Sevilla,1,1,D,0,0,D,2020-2021
02/01/21,Getafe,Valladolid,0,1,A,0,1,A,2020-2021
02/01/21,Real Madrid,Celta,2,0,H,1,0,H,2020-2021
03/01/21,Ath Bilbao,Elche,1,0,H,1,0,H,2020-2021
03/01/21,Alaves,Ath Madrid,1,2,A,0,1,A,2020-2021
03/01/21,Eibar,Granada,2,0,H,0,0,D,2020-2021
03/01/21,Sociedad,Osasuna,1,1,D,0,1,A,2020-2021
03/01/21,Huesca,Barcelona,0,1,A,0,1,A,2020-2021
04/01/21,Valencia,Cadiz,1,1,D,0,0,D,2020-2021
06/01/21,Ath Bilbao,Barcelona,2,3,A,1,2,A,2020-2021
08/01/21,Celta,Villarreal,0,4,A,0,4,A,2020-2021
09/01/21,Sevilla,Sociedad,3,2,H,2,2,D,2020-2021
09/01/21,Granada,Barcelona,0,4,A,0,3,A,2020-2021
09/01/21,Osasuna,Real Madrid,0,0,D,0,0,D,2020-2021
10/01/21,Levante,Eibar,2,1,H,0,0,D,2020-2021
10/01/21,Cadiz,Alaves,3,1,H,1,1,D,2020-2021
10/01/21,Valladolid,Valencia,0,1,A,0,0,D,2020-2021
11/01/21,Elche,Getafe,1,3,A,1,1,D,2020-2021
11/01/21,Huesca,Betis,0,2,A,0,0,D,2020-2021
12/01/21,Granada,Osasuna,2,0,H,2,0,H,2020-2021
12/01/21,Ath Madrid,Sevilla,2,0,H,1,0,H,2020-2021
19/01/21,Cadiz,Levante,2,2,D,2,2,D,2020-2021
19/01/21,Valladolid,Elche,2,2,D,0,2,A,2020-2021
19/01/21,Alaves,Sevilla,1,2,A,1,2,A,2020-2021
20/01/21,Getafe,Huesca,1,0,H,0,0,D,2020-2021
20/01/21,Betis,Celta,2,1,H,2,1,H,2020-2021
20/01/21,Villarreal,Granada,2,2,D,1,1,D,2020-2021
21/01/21,Valencia,Osasuna,1,1,D,0,1,A,2020-2021
21/01/21,Eibar,Ath Madrid,1,2,A,1,1,D,2020-2021
22/01/21,Levante,Valladolid,2,2,D,0,0,D,2020-2021
23/01/21,Huesca,Villarreal,0,0,D,0,0,D,2020-2021
23/01/21,Sevilla,Cadiz,3,0,H,2,0,H,2020-2021
23/01/21,Sociedad,Betis,2,2,D,0,0,D,2020-2021
23/01/21,Alaves,Real Madrid,1,4,A,0,3,A,2020-2021
24/01/21,Osasuna,Granada,3,1,H,2,0,H,2020-2021
24/01/21,Elche,Barcelona,0,2,A,0,1,A,2020-2021
24/01/21,Celta,Eibar,1,1,D,1,0,H,2020-2021
24/01/21,Ath Madrid,Valencia,3,1,H,1,1,D,2020-2021
25/01/21,Ath Bilbao,Getafe,5,1,H,1,1,D,2020-2021
29/01/21,Valladolid,Huesca,1,3,A,0,1,A,2020-2021
30/01/21,Eibar,Sevilla,0,2,A,0,1,A,2020-2021
30/01/21,Real Madrid,Levante,1,2,A,1,1,D,2020-2021
30/01/21,Valencia,Elche,1,0,H,1,0,H,2020-2021
30/01/21,Villarreal,Sociedad,1,1,D,1,0,H,2020-2021
31/01/21,Getafe,Alaves,0,0,D,0,0,D,2020-2021
31/01/21,Cadiz,Ath Madrid,2,4,A,1,2,A,2020-2021
31/01/21,Granada,Celta,0,0,D,0,0,D,2020-2021
31/01/21,Barcelona,Ath Bilbao,2,1,H,1,0,H,2020-2021
01/02/21,Betis,Osasuna,1,0,H,0,0,D,2020-2021
05/02/21,Alaves,Valladolid,1,0,H,0,0,D,2020-2021
06/02/21,Levante,Granada,2,2,D,1,1,D,2020-2021
06/02/21,Huesca,Real Madrid,1,2,A,0,0,D,2020-2021
06/02/21,Elche,Villarreal,2,2,D,0,2,A,2020-2021
06/02/21,Sevilla,Getafe,3,0,H,0,0,D,2020-2021
07/02/21,Sociedad,Cadiz,4,1,H,2,0,H,2020-2021
07/02/21,Ath Bilbao,Valencia,1,1,D,1,0,H,2020-2021
07/02/21,Osasuna,Eibar,2,1,H,1,1,D,2020-2021
07/02/21,Betis,Barcelona,2,3,A,1,0,H,2020-2021
08/02/21,Ath Madrid,Celta,2,2,D,1,1,D,2020-2021
09/02/21,Real Madrid,Getafe,2,0,H,0,0,D,2020-2021
12/02/21,Celta,Elche,3,1,H,2,0,H,2020-2021
13/02/21,Granada,Ath Madrid,1,2,A,0,0,D,2020-2021
13/02/21,Sevilla,Huesca,1,0,H,0,0,D,2020-2021
13/02/21,Eibar,Valladolid,1,1,D,1,1,D,2020-2021
13/02/21,Barcelona,Alaves,5,1,H,2,0,H,2020-2021
14/02/21,Getafe,Sociedad,0,1,A,0,1,A,2020-2021
14/02/21,Real Madrid,Valencia,2,0,H,2,0,H,2020-2021
14/02/21,Levante,Osasuna,0,1,A,0,0,D,2020-2021
14/02/21,Villarreal,Betis,1,2,A,0,1,A,2020-2021
15/02/21,Cadiz,Ath Bilbao,0,4,A,0,3,A,2020-2021
17/02/21,Levante,Ath Madrid,1,1,D,1,1,D,2020-2021
19/02/21,Betis,Getafe,1,0,H,0,0,D,2020-2021
20/02/21,Elche,Eibar,1,0,H,1,0,H,2020-2021
20/02/21,Ath Madrid,Levante,0,2,A,0,1,A,2020-2021
20/02/21,Valencia,Celta,2,0,H,0,0,D,2020-2021
20/02/21,Valladolid,Real Madrid,0,1,A,0,0,D,2020-2021
21/02/21,Barcelona,Cadiz,1,1,D,1,0,H,2020-2021
21/02/21,Sociedad,Alaves,4,0,H,1,0,H,2020-2021
21/02/21,Huesca,Granada,3,2,H,3,1,H,2020-2021
21/02/21,Ath Bilbao,Villarreal,1,1,D,1,1,D,2020-2021
22/02/21,Osasuna,Sevilla,0,2,A,0,1,A,2020-2021
24/02/21,Barcelona,Elche,3,0,H,0,0,D,2020-2021
26/02/21,Levante,Ath Bilbao,1,1,D,1,0,H,2020-2021
27/02/21,Eibar,Huesca,1,1,D,0,0,D,2020-2021
27/02/21,Sevilla,Barcelona,0,2,A,0,1,A,2020-2021
27/02/21,Alaves,Osasuna,0,1,A,0,0,D,2020-2021
27/02/21,Getafe,Valencia,3,0,H,1,0,H,2020-2021
28/02/21,Celta,Valladolid,1,1,D,0,0,D,2020-2021
28/02/21,Cadiz,Betis,0,1,A,0,0,D,2020-2021
28/02/21,Granada,Elche,2,1,H,1,1,D,2020-2021
28/02/21,Villarreal,Ath Madrid,0,2,A,0,1,A,2020-2021
01/03/21,Real Madrid,Sociedad,1,1,D,0,0,D,2020-2021
05/03/21,Valencia,Villarreal,2,1,H,0,1,A,2020-2021
06/03/21,Valladolid,Getafe,2,1,H,2,1,H,2020-2021
06/03/21,Elche,Sevilla,2,1,H,0,0,D,2020-2021
06/03/21,Cadiz,Eibar,1,0,H,1,0,H,2020-2021
06/03/21,Osasuna,Barcelona,0,2,A,0,1,A,2020-2021
07/03/21,Huesca,Celta,3,4,A,2,2,D,2020-2021
07/03/21,Ath Madrid,Real Madrid,1,1,D,1,0,H,2020-2021
07/03/21,Sociedad,Levante,1,0,H,1,0,H,2020-2021
07/03/21,Ath Bilbao,Granada,2,1,H,1,0,H,2020-2021
08/03/21,Betis,Alaves,3,2,H,0,2,A,2020-2021
10/03/21,Ath Madrid,Ath Bilbao,2,1,H,1,1,D,2020-2021
12/03/21,Levante,Valencia,1,0,H,1,0,H,2020-2021
13/03/21,Alaves,Cadiz,1,1,D,1,0,H,2020-2021
13/03/21,Real Madrid,Elche,2,1,H,0,0,D,2020-2021
13/03/21,Osasuna,Valladolid,0,0,D,0,0,D,2020-2021
13/03/21,Getafe,Ath Madrid,0,0,D,0,0,D,2020-2021
14/03/21,Celta,Ath Bilbao,0,0,D,0,0,D,2020-2021
14/03/21,Granada,Sociedad,1,0,H,0,0,D,2020-2021
14/03/21,Eibar,Villarreal,1,3,A,0,2,A,2020-2021
14/03/21,Sevilla,Betis,1,0,H,1,0,H,2020-2021
15/03/21,Barcelona,Huesca,4,1,H,2,1,H,2020-2021
17/03/21,Sevilla,Elche,2,0,H,1,0,H,2020-2021
19/03/21,Betis,Levante,2,0,H,0,0,D,2020-2021
20/03/21,Ath Bilbao,Eibar,1,1,D,1,1,D,2020-2021
20/03/21,Celta,Real Madrid,1,3,A,1,2,A,2020-2021
20/03/21,Huesca,Osasuna,0,0,D,0,0,D,2020-2021
20/03/21,Valladolid,Sevilla,1,1,D,1,0,H,2020-2021
21/03/21,Getafe,Elche,1,1,D,0,1,A,2020-2021
21/03/21,Valencia,Granada,2,1,H,1,0,H,2020-2021
21/03/21,Villarreal,Cadiz,2,1,H,1,0,H,2020-2021
21/03/21,Ath Madrid,Alaves,1,0,H,0,0,D,2020-2021
21/03/21,Sociedad,Barcelona,1,6,A,0,2,A,2020-2021
02/04/21,Levante,Huesca,0,2,A,0,1,A,2020-2021
03/04/21,Granada,Villarreal,0,3,A,0,2,A,2020-2021
03/04/21,Real Madrid,Eibar,2,0,H,1,0,H,2020-2021
03/04/21,Osasuna,Getafe,0,0,D,0,0,D,2020-2021
04/04/21,Alaves,Celta,1,3,A,0,3,A,2020-2021
04/04/21,Elche,Betis,1,1,D,1,1,D,2020-2021
04/04/21,Cadiz,Valencia,2,1,H,1,1,D,2020-2021
04/04/21,Sevilla,Ath Madrid,1,0,H,0,0,D,2020-2021
05/04/21,Barcelona,Valladolid,1,0,H,0,0,D,2020-2021
07/04/21,Sociedad,Ath Bilbao,1,1,D,0,0,D,2020-2021
09/04/21,Huesca,Elche,3,1,H,2,1,H,2020-2021
10/04/21,Getafe,Cadiz,0,1,A,0,0,D,2020-2021
10/04/21,Ath Bilbao,Alaves,0,0,D,0,0,D,2020-2021
10/04/21,Eibar,Levante,0,1,A,0,1,A,2020-2021
10/04/21,Real Madrid,Barcelona,2,1,H,2,0,H,2020-2021
11/04/21,Villarreal,Osasuna,1,2,A,0,0,D,2020-2021
11/04/21,Valencia,Sociedad,2,2,D,0,2,A,2020-2021
11/04/21,Valladolid,Granada,1,2,A,1,0,H,2020-2021
11/04/21,Betis,Ath Madrid,1,1,D,1,1,D,2020-2021
12/04/21,Celta,Sevilla,3,4,A,3,2,H,2020-2021
18/04/21,Osasuna,Elche,2,0,H,1,0,H,2020-2021
18/04/21,Sociedad,Sevilla,1,2,A,1,2,A,2020-2021
18/04/21,Alaves,Huesca,1,0,H,0,0,D,2020-2021
18/04/21,Ath Madrid,Eibar,5,0,H,2,0,H,2020-2021
18/04/21,Betis,Valencia,2,2,D,2,1,H,2020-2021
18/04/21,Cadiz,Celta,0,0,D,0,0,D,2020-2021
18/04/21,Getafe,Real Madrid,0,0,D,0,0,D,2020-2021
18/04/21,Levante,Villarreal,1,5,A,1,2,A,2020-2021
21/04/21,Levante,Sevilla,0,1,A,0,0,D,2020-2021
21/04/21,Osasuna,Valencia,3,1,H,2,1,H,2020-2021
21/04/21,Betis,Ath Bilbao,0,0,D,0,0,D,2020-2021
21/04/21,Alaves,Villarreal,2,1,H,1,0,H,2020-2021
21/04/21,Elche,Valladolid,1,1,D,1,0,H,2020-2021
21/04/21,Cadiz,Real Madrid,0,3,A,0,3,A,2020-2021
22/04/21,Ath Madrid,Huesca,2,0,H,1,0,H,2020-2021
22/04/21,Granada,Eibar,4,1,H,2,0,H,2020-2021
22/04/21,Sociedad,Celta,2,1,H,2,1,H,2020-2021
22/04/21,Barcelona,Getafe,5,2,H,3,1,H,2020-2021
24/04/21,Elche,Levante,1,0,H,1,0,H,2020-2021
24/04/21,Valladolid,Cadiz,1,1,D,1,0,H,2020-2021
24/04/21,Valencia,Alaves,1,1,D,0,0,D,2020-2021
24/04/21,Real Madrid,Betis,0,0,D,0,0,D,2020-2021
25/04/21,Huesca,Getafe,0,2,A,0,1,A,2020-2021
25/04/21,Villarreal,Barcelona,1,2,A,1,2,A,2020-2021
25/04/21,Celta,Osasuna,2,1,H,1,0,H,2020-2021
25/04/21,Sevilla,Granada,2,1,H,1,0,H,2020-2021
25/04/21,Ath Bilbao,Ath Madrid,2,1,H,1,0,H,2020-2021
26/04/21,Eibar,Sociedad,0,1,A,0,1,A,2020-2021
28/04/21,Ath Bilbao,Valladolid,2,2,D,1,0,H,2020-2021
29/04/21,Barcelona,Granada,1,2,A,1,0,H,2020-2021
30/04/21,Celta,Levante,2,0,H,0,0,D,2020-2021
01/05/21,Eibar,Alaves,3,0,H,1,0,H,2020-2021
01/05/21,Elche,Ath Madrid,0,1,A,0,1,A,2020-2021
01/05/21,Huesca,Sociedad,1,0,H,0,0,D,2020-2021
01/05/21,Real Madrid,Osasuna,2,0,H,0,0,D,2020-2021
02/05/21,Valladolid,Betis,1,1,D,0,0,D,2020-2021
02/05/21,Villarreal,Getafe,1,0,H,0,0,D,2020-2021
02/05/21,Granada,Cadiz,0,1,A,0,1,A,2020-2021
02/05/21,Valencia,Barcelona,2,3,A,0,0,D,2020-2021
03/05/21,Sevilla,Ath Bilbao,0,1,A,0,0,D,2020-2021
07/05/21,Sociedad,Elche,2,0,H,0,0,D,2020-2021
08/05/21,Alaves,Levante,2,2,D,1,2,A,2020-2021
08/05/21,Barcelona,Ath Madrid,0,0,D,0,0,D,2020-2021
08/05/21,Cadiz,Huesca,2,1,H,2,1,H,2020-2021
08/05/21,Ath Bilbao,Osasuna,2,2,D,1,1,D,2020-2021
09/05/21,Getafe,Eibar,0,1,A,0,0,D,2020-2021
09/05/21,Valencia,Valladolid,3,0,H,1,0,H,2020-2021
09/05/21,Villarreal,Celta,2,4,A,1,3,A,2020-2021
09/05/21,Real Madrid,Sevilla,2,2,D,0,1,A,2020-2021
10/05/21,Betis,Granada,2,1,H,1,0,H,2020-2021
11/05/21,Osasuna,Cadiz,3,2,H,1,0,H,2020-2021
11/05/21,Elche,Alaves,0,2,A,0,1,A,2020-2021
11/05/21,Levante,Barcelona,3,3,D,0,2,A,2020-2021
12/05/21,Sevilla,Valencia,1,0,H,0,0,D,2020-2021
12/05/21,Celta,Getafe,1,0,H,1,0,H,2020-2021
12/05/21,Huesca,Ath Bilbao,1,0,H,0,0,D,2020-2021
12/05/21,Ath Madrid,Sociedad,2,1,H,2,0,H,2020-2021
13/05/21,Valladolid,Villarreal,0,2,A,0,0,D,2020-2021
13/05/21,Eibar,Betis,1,1,D,0,1,A,2020-2021
13/05/21,Granada,Real Madrid,1,4,A,0,2,A,2020-2021
16/05/21,Alaves,Granada,4,2,H,2,1,H,2020-2021
16/05/21,Ath Bilbao,Real Madrid,0,1,A,0,0,D,2020-2021
16/05/21,Ath Madrid,Osasuna,2,1,H,0,0,D,2020-2021
16/05/21,Barcelona,Celta,1,2,A,1,1,D,2020-2021
16/05/21,Betis,Huesca,1,0,H,0,0,D,2020-2021
16/05/21,Cadiz,Elche,1,3,A,1,0,H,2020-2021
16/05/21,Getafe,Levante,2,1,H,1,1,D,2020-2021
16/05/21,Sociedad,Valladolid,4,1,H,4,0,H,2020-2021
16/05/21,Valencia,Eibar,4,1,H,3,1,H,2020-2021
16/05/21,Villarreal,Sevilla,4,0,H,1,0,H,2020-2021
21/05/21,Levante,Cadiz,2,2,D,1,2,A,2020-2021
22/05/21,Celta,Betis,2,3,A,1,0,H,2020-2021
22/05/21,Eibar,Barcelona,0,1,A,0,0,D,2020-2021
22/05/21,Elche,Ath Bilbao,2,0,H,1,0,H,2020-2021
22/05/21,Huesca,Valencia,0,0,D,0,0,D,2020-2021
22/05/21,Osasuna,Sociedad,0,1,A,0,0,D,2020-2021
22/05/21,Real Madrid,Villarreal,2,1,H,0,1,A,2020-2021
22/05/21,Valladolid,Ath Madrid,1,2,A,1,0,H,2020-2021
23/05/21,Granada,Getafe,0,0,D,0,0,D,2020-2021
23/05/21,Sevilla,Alaves,1,0,H,0,0,D,2020-2021
