Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
01/09/23,Cadiz,Villarreal,3,1,H,2,1,H,2023-2024
01/09/23,Almeria,Celta,2,3,A,0,2,A,2023-2024
02/09/23,Sociedad,Granada,5,3,H,2,1,H,2023-2024
02/09/23,Real Madrid,Getafe,2,1,H,0,1,A,2023-2024
02/09/23,Alaves,Valencia,1,0,H,1,0,H,2023-2024
02/09/23,Betis,Vallecano,1,0,H,0,0,D,2023-2024
03/09/23,Girona,Las Palmas,1,0,H,0,0,D,2023-2024
03/09/23,Mallorca,Ath Bilbao,0,0,D,0,0,D,2023-2024
03/09/23,Osasuna,Barcelona,1,2,A,0,1,A,2023-2024
15/09/23,Vallecano,Alaves,2,0,H,1,0,H,2023-2024
16/09/23,Ath Bilbao,Cadiz,3,0,H,0,0,D,2023-2024
16/09/23,Valencia,Ath Madrid,3,0,H,2,0,H,2023-2024
16/09/23,Celta,Mallorca,0,1,A,0,0,D,2023-2024
16/09/23,Barcelona,Betis,5,0,H,2,0,H,2023-2024
17/09/23,Getafe,Osasuna,3,2,H,1,1,D,2023-2024
17/09/23,Villarreal,Almeria,2,1,H,1,1,D,2023-2024
17/09/23,Sevilla,Las Palmas,1,0,H,0,0,D,2023-2024
17/09/23,Real Madrid,Sociedad,2,1,H,0,1,A,2023-2024
18/09/23,Granada,Girona,2,4,A,0,3,A,2023-2024
22/09/23,Alaves,Ath Bilbao,0,2,A,0,1,A,2023-2024
23/09/23,Girona,Mallorca,5,3,H,4,1,H,2023-2024
23/09/23,Osasuna,Sevilla,0,0,D,0,0,D,2023-2024
23/09/23,Barcelona,Celta,3,2,H,0,1,A,2023-2024
23/09/23,Almeria,Valencia,2,2,D,0,1,A,2023-2024
24/09/23,Sociedad,Getafe,4,3,H,1,2,A,2023-2024
24/09/23,Vallecano,Villarreal,1,1,D,1,1,D,2023-2024
24/09/23,Betis,Cadiz,1,1,D,0,1,A,2023-2024
24/09/23,Las Palmas,Granada,1,0,H,0,0,D,2023-2024
24/09/23,Ath Madrid,Real Madrid,3,1,H,2,1,H,2023-2024
26/09/23,Sevilla,Almeria,5,1,H,3,0,H,2023-2024
26/09/23,Mallorca,Barcelona,2,2,D,2,1,H,2023-2024
27/09/23,Ath Bilbao,Getafe,2,2,D,1,0,H,2023-2024
27/09/23,Real Madrid,Las Palmas,2,0,H,1,0,H,2023-2024
27/09/23,Villarreal,Girona,1,2,A,0,0,D,2023-2024
27/09/23,Cadiz,Vallecano,0,0,D,0,0,D,2023-2024
27/09/23,Valencia,Sociedad,0,1,A,0,1,A,2023-2024
28/09/23,Celta,Alaves,1,1,D,1,0,H,2023-2024
28/09/23,Granada,Betis,1,1,D,0,0,D,2023-2024
28/09/23,Osasuna,Ath Madrid,0,2,A,0,1,A,2023-2024
29/09/23,Barcelona,Sevilla,1,0,H,0,0,D,2023-2024
30/09/23,Getafe,Villarreal,0,0,D,0,0,D,2023-2024
30/09/23,Vallecano,Mallorca,2,2,D,1,1,D,2023-2024
30/09/23,Girona,Real Madrid,0,3,A,0,2,A,2023-2024
30/09/23,Sociedad,Ath Bilbao,3,0,H,1,0,H,2023-2024
01/10/23,Almeria,Granada,3,3,D,3,0,H,2023-2024
01/10/23,Alaves,Osasuna,0,2,A,0,1,A,2023-2024
01/10/23,Ath Madrid,Cadiz,3,2,H,1,2,A,2023-2024
01/10/23,Betis,Valencia,3,0,H,1,0,H,2023-2024
02/10/23,Las Palmas,Celta,2,1,H,0,0,D,2023-2024
06/10/23,Ath Bilbao,Almeria,3,0,H,1,0,H,2023-2024
07/10/23,Cadiz,Girona,0,1,A,0,0,D,2023-2024
07/10/23,Real Madrid,Osasuna,4,0,H,1,0,H,2023-2024
07/10/23,Mallorca,Valencia,1,1,D,1,1,D,2023-2024
07/10/23,Sevilla,Vallecano,2,2,D,0,2,A,2023-2024
08/10/23,Villarreal,Las Palmas,1,2,A,0,1,A,2023-2024
08/10/23,Ath Madrid,Sociedad,2,1,H,1,0,H,2023-2024
08/10/23,Alaves,Betis,1,1,D,1,1,D,2023-2024
08/10/23,Celta,Getafe,2,2,D,2,2,D,2023-2024
08/10/23,Granada,Barcelona,2,2,D,2,1,H,2023-2024
20/10/23,Osasuna,Granada,2,0,H,1,0,H,2023-2024
21/10/23,Sociedad,Mallorca,1,0,H,0,0,D,2023-2024
21/10/23,Getafe,Betis,1,1,D,1,1,D,2023-2024
21/10/23,Sevilla,Real Madrid,1,1,D,0,0,D,2023-2024
21/10/23,Celta,Ath Madrid,0,3,A,0,1,A,2023-2024
22/10/23,Las Palmas,Vallecano,0,1,A,0,0,D,2023-2024
22/10/23,Girona,Almeria,5,2,H,3,2,H,2023-2024
22/10/23,Villarreal,Alaves,1,1,D,0,0,D,2023-2024
22/10/23,Barcelona,Ath Bilbao,1,0,H,0,0,D,2023-2024
23/10/23,Valencia,Cadiz,2,0,H,2,0,H,2023-2024
27/10/23,Girona,Celta,1,0,H,0,0,D,2023-2024
28/10/23,Almeria,Las Palmas,1,2,A,0,1,A,2023-2024
28/10/23,Barcelona,Real Madrid,1,2,A,1,0,H,2023-2024
28/10/23,Mallorca,Getafe,0,0,D,0,0,D,2023-2024
28/10/23,Cadiz,Sevilla,2,2,D,2,1,H,2023-2024
29/10/23,Betis,Osasuna,2,1,H,1,0,H,2023-2024
29/10/23,Vallecano,Sociedad,2,2,D,1,1,D,2023-2024
29/10/23,Ath Bilbao,Valencia,2,2,D,1,0,H,2023-2024
29/10/23,Ath Madrid,Alaves,2,1,H,2,0,H,2023-2024
30/10/23,Granada,Villarreal,2,3,A,2,3,A,2023-2024
03/11/23,Las Palmas,Ath Madrid,2,1,H,0,0,D,2023-2024
04/11/23,Osasuna,Girona,2,4,A,1,1,D,2023-2024
04/11/23,Betis,Mallorca,2,0,H,1,0,H,2023-2024
04/11/23,Celta,Sevilla,1,1,D,1,0,H,2023-2024
04/11/23,Sociedad,Barcelona,0,1,A,0,0,D,2023-2024
05/11/23,Alaves,Almeria,1,0,H,0,0,D,2023-2024
05/11/23,Valencia,Granada,1,0,H,1,0,H,2023-2024
05/11/23,Villarreal,Ath Bilbao,2,3,A,0,3,A,2023-2024
05/11/23,Real Madrid,Vallecano,0,0,D,0,0,D,2023-2024
06/11/23,Getafe,Cadiz,1,0,H,0,0,D,2023-2024
10/11/23,Ath Bilbao,Celta,4,3,H,2,2,D,2023-2024
11/11/23,Vallecano,Girona,1,2,A,1,1,D,2023-2024
11/11/23,Almeria,Sociedad,1,3,A,0,0,D,2023-2024
11/11/23,Granada,Getafe,1,1,D,1,1,D,2023-2024
11/11/23,Osasuna,Las Palmas,1,1,D,0,0,D,2023-2024
11/11/23,Real Madrid,Valencia,5,1,H,2,0,H,2023-2024
12/11/23,Barcelona,Alaves,2,1,H,0,1,A,2023-2024
12/11/23,Sevilla,Betis,1,1,D,0,0,D,2023-2024
12/11/23,Ath Madrid,Villarreal,3,1,H,1,1,D,2023-2024
24/11/23,Alaves,Granada,3,1,H,2,0,H,2023-2024
25/11/23,Vallecano,Barcelona,1,1,D,1,0,H,2023-2024
25/11/23,Valencia,Celta,0,0,D,0,0,D,2023-2024
25/11/23,Getafe,Almeria,2,1,H,2,1,H,2023-2024
25/11/23,Ath Madrid,Mallorca,1,0,H,0,0,D,2023-2024
26/11/23,Villarreal,Osasuna,3,1,H,0,0,D,2023-2024
26/11/23,Sociedad,Sevilla,2,1,H,2,0,H,2023-2024
26/11/23,Cadiz,Real Madrid,0,3,A,0,1,A,2023-2024
26/11/23,Betis,Las Palmas,1,0,H,1,0,H,2023-2024
27/11/23,Girona,Ath Bilbao,1,1,D,0,0,D,2023-2024
29/11/23,Mallorca,Cadiz,1,1,D,1,1,D,2023-2024
01/12/23,Las Palmas,Getafe,2,0,H,1,0,H,2023-2024
02/12/23,Girona,Valencia,2,1,H,0,0,D,2023-2024
02/12/23,Ath Bilbao,Vallecano,4,0,H,1,0,H,2023-2024
02/12/23,Real Madrid,Granada,2,0,H,1,0,H,2023-2024
02/12/23,Osasuna,Sociedad,1,1,D,1,1,D,2023-2024
03/12/23,Mallorca,Alaves,0,0,D,0,0,D,2023-2024
03/12/23,Almeria,Betis,0,0,D,0,0,D,2023-2024
03/12/23,Sevilla,Villarreal,1,1,D,0,0,D,2023-2024
03/12/23,Barcelona,Ath Madrid,1,0,H,1,0,H,2023-2024
04/12/23,Celta,Cadiz,1,1,D,0,1,A,2023-2024
08/12/23,Getafe,Valencia,1,0,H,0,0,D,2023-2024
09/12/23,Alaves,Las Palmas,0,1,A,0,1,A,2023-2024
09/12/23,Betis,Real Madrid,1,1,D,0,0,D,2023-2024
09/12/23,Villarreal,Sociedad,0,3,A,0,3,A,2023-2024
09/12/23,Mallorca,Sevilla,1,0,H,1,0,H,2023-2024
10/12/23,Ath Madrid,Almeria,2,1,H,2,0,H,2023-2024
10/12/23,Cadiz,Osasuna,1,1,D,1,0,H,2023-2024
10/12/23,Barcelona,Girona,2,4,A,1,2,A,2023-2024
11/12/23,Granada,Ath Bilbao,1,1,D,0,1,A,2023-2024
11/12/23,Vallecano,Celta,0,0,D,0,0,D,2023-2024
15/12/23,Osasuna,Vallecano,1,0,H,0,0,D,2023-2024
16/12/23,Celta,Granada,1,0,H,1,0,H,2023-2024
16/12/23,Ath Bilbao,Ath Madrid,2,0,H,0,0,D,2023-2024
16/12/23,Sevilla,Getafe,0,3,A,0,2,A,2023-2024
16/12/23,Valencia,Barcelona,1,1,D,0,0,D,2023-2024
17/12/23,Almeria,Mallorca,0,0,D,0,0,D,2023-2024
17/12/23,Sociedad,Betis,0,0,D,0,0,D,2023-2024
17/12/23,Las Palmas,Cadiz,1,1,D,1,0,H,2023-2024
17/12/23,Real Madrid,Villarreal,4,1,H,2,0,H,2023-2024
18/12/23,Girona,Alaves,3,0,H,2,0,H,2023-2024
19/12/23,Vallecano,Valencia,0,1,A,0,0,D,2023-2024
19/12/23,Ath Madrid,Getafe,3,3,D,1,0,H,2023-2024
19/12/23,Granada,Sevilla,0,3,A,0,2,A,2023-2024
20/12/23,Barcelona,Almeria,3,2,H,1,1,D,2023-2024
20/12/23,Ath Bilbao,Las Palmas,1,0,H,0,0,D,2023-2024
20/12/23,Villarreal,Celta,3,2,H,2,0,H,2023-2024
21/12/23,Betis,Girona,1,1,D,0,1,A,2023-2024
21/12/23,Cadiz,Sociedad,0,0,D,0,0,D,2023-2024
21/12/23,Alaves,Real Madrid,0,1,A,0,0,D,2023-2024
21/12/23,Mallorca,Osasuna,3,2,H,1,1,D,2023-2024
23/12/23,Ath Madrid,Sevilla,1,0,H,0,0,D,2023-2024
02/01/24,Getafe,Vallecano,0,2,A,0,1,A,2023-2024
02/01/24,Sociedad,Alaves,1,1,D,0,0,D,2023-2024
02/01/24,Valencia,Villarreal,3,1,H,2,0,H,2023-2024
03/01/24,Granada,Cadiz,2,0,H,1,0,H,2023-2024
03/01/24,Celta,Betis,2,1,H,1,1,D,2023-2024
03/01/24,Real Madrid,Mallorca,1,0,H,0,0,D,2023-2024
03/01/24,Girona,Ath Madrid,4,3,H,3,2,H,2023-2024
04/01/24,Osasuna,Almeria,1,0,H,1,0,H,2023-2024
04/01/24,Sevilla,Ath Bilbao,0,2,A,0,1,A,2023-2024
04/01/24,Las Palmas,Barcelona,1,2,A,1,0,H,2023-2024
12/01/24,Sevilla,Alaves,2,3,A,0,2,A,2023-2024
13/01/24,Las Palmas,Villarreal,3,0,H,1,0,H,2023-2024
13/01/24,Mallorca,Celta,1,1,D,1,1,D,2023-2024
13/01/24,Ath Bilbao,Sociedad,2,1,H,2,0,H,2023-2024
13/01/24,Betis,Granada,1,0,H,0,0,D,2023-2024
14/01/24,Almeria,Girona,0,0,D,0,0,D,2023-2024
14/01/24,Cadiz,Valencia,1,4,A,1,1,D,2023-2024
19/01/24,Alaves,Cadiz,1,0,H,0,0,D,2023-2024
20/01/24,Vallecano,Las Palmas,0,2,A,0,1,A,2023-2024
20/01/24,Villarreal,Mallorca,1,1,D,1,0,H,2023-2024
20/01/24,Valencia,Ath Bilbao,1,0,H,0,0,D,2023-2024
20/01/24,Celta,Sociedad,0,1,A,0,1,A,2023-2024
21/01/24,Osasuna,Getafe,3,2,H,2,0,H,2023-2024
21/01/24,Real Madrid,Almeria,3,2,H,0,2,A,2023-2024
21/01/24,Betis,Barcelona,2,4,A,0,1,A,2023-2024
21/01/24,Girona,Sevilla,5,1,H,3,1,H,2023-2024
22/01/24,Granada,Ath Madrid,0,1,A,0,0,D,2023-2024
26/01/24,Almeria,Alaves,0,3,A,0,1,A,2023-2024
27/01/24,Sociedad,Vallecano,0,0,D,0,0,D,2023-2024
27/01/24,Las Palmas,Real Madrid,1,2,A,0,0,D,2023-2024
27/01/24,Barcelona,Villarreal,3,5,A,0,1,A,2023-2024
27/01/24,Mallorca,Betis,0,1,A,0,1,A,2023-2024
28/01/24,Celta,Girona,0,1,A,0,1,A,2023-2024
28/01/24,Cadiz,Ath Bilbao,0,0,D,0,0,D,2023-2024
28/01/24,Sevilla,Osasuna,1,1,D,1,0,H,2023-2024
28/01/24,Ath Madrid,Valencia,2,0,H,1,0,H,2023-2024
29/01/24,Getafe,Granada,2,0,H,2,0,H,2023-2024
31/01/24,Barcelona,Osasuna,1,0,H,0,0,D,2023-2024
31/01/24,Ath Madrid,Vallecano,2,1,H,1,1,D,2023-2024
01/02/24,Getafe,Real Madrid,0,2,A,0,1,A,2023-2024
02/02/24,Ath Bilbao,Mallorca,4,0,H,2,0,H,2023-2024
03/02/24,Valencia,Almeria,2,1,H,2,0,H,2023-2024
03/02/24,Granada,Las Palmas,1,1,D,1,0,H,2023-2024
03/02/24,Alaves,Barcelona,1,3,A,0,1,A,2023-2024
03/02/24,Girona,Sociedad,0,0,D,0,0,D,2023-2024
04/02/24,Villarreal,Cadiz,0,0,D,0,0,D,2023-2024
04/02/24,Osasuna,Celta,0,3,A,0,2,A,2023-2024
04/02/24,Betis,Getafe,1,1,D,1,1,D,2023-2024
04/02/24,Real Madrid,Ath Madrid,1,1,D,1,0,H,2023-2024
05/02/24,Vallecano,Sevilla,1,2,A,1,2,A,2023-2024
09/02/24,Cadiz,Betis,0,2,A,0,1,A,2023-2024
10/02/24,Alaves,Villarreal,1,1,D,1,1,D,2023-2024
10/02/24,Sociedad,Osasuna,0,1,A,0,0,D,2023-2024
10/02/24,Real Madrid,Girona,4,0,H,2,0,H,2023-2024
10/02/24,Las Palmas,Valencia,2,0,H,0,0,D,2023-2024
11/02/24,Getafe,Celta,3,2,H,2,0,H,2023-2024
11/02/24,Mallorca,Vallecano,2,1,H,0,0,D,2023-2024
11/02/24,Sevilla,Ath Madrid,1,0,H,1,0,H,2023-2024
11/02/24,Barcelona,Granada,3,3,D,1,1,D,2023-2024
12/02/24,Almeria,Ath Bilbao,0,0,D,0,0,D,2023-2024
16/02/24,Villarreal,Getafe,1,1,D,0,1,A,2023-2024
17/02/24,Ath Madrid,Las Palmas,5,0,H,2,0,H,2023-2024
17/02/24,Osasuna,Cadiz,2,0,H,0,0,D,2023-2024
17/02/24,Celta,Barcelona,1,2,A,0,1,A,2023-2024
17/02/24,Valencia,Sevilla,0,0,D,0,0,D,2023-2024
18/02/24,Vallecano,Real Madrid,1,1,D,1,1,D,2023-2024
18/02/24,Granada,Almeria,1,1,D,0,1,A,2023-2024
18/02/24,Mallorca,Sociedad,1,2,A,1,1,D,2023-2024
18/02/24,Betis,Alaves,0,0,D,0,0,D,2023-2024
19/02/24,Ath Bilbao,Girona,3,2,H,1,0,H,2023-2024
23/02/24,Sociedad,Villarreal,1,3,A,0,1,A,2023-2024
24/02/24,Barcelona,Getafe,4,0,H,1,0,H,2023-2024
24/02/24,Alaves,Mallorca,1,1,D,0,0,D,2023-2024
24/02/24,Almeria,Ath Madrid,2,2,D,1,1,D,2023-2024
25/02/24,Cadiz,Celta,2,2,D,0,1,A,2023-2024
25/02/24,Betis,Ath Bilbao,3,1,H,2,1,H,2023-2024
25/02/24,Las Palmas,Osasuna,1,1,D,0,0,D,2023-2024
25/02/24,Real Madrid,Sevilla,1,0,H,0,0,D,2023-2024
26/02/24,Girona,Vallecano,3,0,H,0,0,D,2023-2024
01/03/24,Celta,Almeria,1,0,H,0,0,D,2023-2024
02/03/24,Sevilla,Sociedad,3,2,H,2,1,H,2023-2024
02/03/24,Vallecano,Cadiz,1,1,D,0,0,D,2023-2024
02/03/24,Getafe,Las Palmas,3,3,D,3,1,H,2023-2024
02/03/24,Valencia,Real Madrid,2,2,D,2,1,H,2023-2024
03/03/24,Villarreal,Granada,5,1,H,3,0,H,2023-2024
03/03/24,Ath Madrid,Betis,2,1,H,2,0,H,2023-2024
03/03/24,Mallorca,Girona,1,0,H,1,0,H,2023-2024
03/03/24,Ath Bilbao,Barcelona,0,0,D,0,0,D,2023-2024
04/03/24,Osasuna,Alaves,1,0,H,0,0,D,2023-2024
08/03/24,Barcelona,Mallorca,1,0,H,0,0,D,2023-2024
09/03/24,Valencia,Getafe,1,0,H,1,0,H,2023-2024
09/03/24,Cadiz,Ath Madrid,2,0,H,1,0,H,2023-2024
09/03/24,Granada,Sociedad,2,3,A,2,1,H,2023-2024
09/03/24,Girona,Osasuna,2,0,H,1,0,H,2023-2024
10/03/24,Alaves,Vallecano,1,0,H,1,0,H,2023-2024
10/03/24,Las Palmas,Ath Bilbao,0,2,A,0,1,A,2023-2024
10/03/24,Real Madrid,Celta,4,0,H,1,0,H,2023-2024
10/03/24,Betis,Villarreal,2,3,A,2,1,H,2023-2024
11/03/24,Almeria,Sevilla,2,2,D,1,0,H,2023-2024
15/03/24,Sociedad,Cadiz,2,0,H,1,0,H,2023-2024
16/03/24,Mallorca,Granada,1,0,H,0,0,D,2023-2024
16/03/24,Osasuna,Real Madrid,2,4,A,1,2,A,2023-2024
16/03/24,Getafe,Girona,1,0,H,1,0,H,2023-2024
16/03/24,Ath Bilbao,Alaves,2,0,H,2,0,H,2023-2024
17/03/24,Sevilla,Celta,1,2,A,1,0,H,2023-2024
17/03/24,Las Palmas,Almeria,0,1,A,0,1,A,2023-2024
17/03/24,Villarreal,Valencia,1,0,H,0,0,D,2023-2024
17/03/24,Vallecano,Betis,2,0,H,1,0,H,2023-2024
17/03/24,Ath Madrid,Barcelona,0,3,A,0,1,A,2023-2024
29/03/24,Cadiz,Granada,1,0,H,0,0,D,2023-2024
30/03/24,Getafe,Sevilla,0,1,A,0,1,A,2023-2024
30/03/24,Almeria,Osasuna,0,3,A,0,2,A,2023-2024
30/03/24,Valencia,Mallorca,0,0,D,0,0,D,2023-2024
30/03/24,Barcelona,Las Palmas,1,0,H,0,0,D,2023-2024
31/03/24,Celta,Vallecano,0,0,D,0,0,D,2023-2024
31/03/24,Girona,Betis,3,2,H,1,1,D,2023-2024
31/03/24,Alaves,Sociedad,0,1,A,0,0,D,2023-2024
31/03/24,Real Madrid,Ath Bilbao,2,0,H,1,0,H,2023-2024
01/04/24,Villarreal,Ath Madrid,1,2,A,0,1,A,2023-2024
04/04/24,Granada,Valencia,0,1,A,0,0,D,2023-2024
12/04/24,Betis,Celta,2,1,H,0,0,D,2023-2024
13/04/24,Ath Madrid,Girona,3,1,H,2,1,H,2023-2024
13/04/24,Vallecano,Getafe,0,0,D,0,0,D,2023-2024
13/04/24,Mallorca,Real Madrid,0,1,A,0,0,D,2023-2024
13/04/24,Cadiz,Barcelona,0,1,A,0,1,A,2023-2024
14/04/24,Las Palmas,Sevilla,0,2,A,0,1,A,2023-2024
14/04/24,Granada,Alaves,2,0,H,2,0,H,2023-2024
14/04/24,Ath Bilbao,Villarreal,1,1,D,0,0,D,2023-2024
14/04/24,Sociedad,Almeria,2,2,D,1,1,D,2023-2024
15/04/24,Osasuna,Valencia,0,1,A,0,1,A,2023-2024
19/04/24,Ath Bilbao,Granada,1,1,D,1,1,D,2023-2024
20/04/24,Celta,Las Palmas,4,1,H,2,1,H,2023-2024
20/04/24,Vallecano,Osasuna,2,1,H,0,1,A,2023-2024
20/04/24,Valencia,Betis,1,2,A,0,1,A,2023-2024
20/04/24,Girona,Cadiz,4,1,H,2,0,H,2023-2024
21/04/24,Getafe,Sociedad,1,1,D,1,1,D,2023-2024
21/04/24,Almeria,Villarreal,1,2,A,1,1,D,2023-2024
21/04/24,Alaves,Ath Madrid,2,0,H,1,0,H,2023-2024
21/04/24,Real Madrid,Barcelona,3,2,H,1,1,D,2023-2024
22/04/24,Sevilla,Mallorca,2,1,H,0,0,D,2023-2024
26/04/24,Sociedad,Real Madrid,0,1,A,0,1,A,2023-2024
27/04/24,Las Palmas,Girona,0,2,A,0,1,A,2023-2024
27/04/24,Almeria,Getafe,1,3,A,1,1,D,2023-2024
27/04/24,Alaves,Celta,3,0,H,0,0,D,2023-2024
27/04/24,Ath Madrid,Ath Bilbao,3,1,H,1,1,D,2023-2024
28/04/24,Cadiz,Mallorca,1,1,D,0,1,A,2023-2024
28/04/24,Granada,Osasuna,3,0,H,1,0,H,2023-2024
28/04/24,Villarreal,Vallecano,3,0,H,1,0,H,2023-2024
28/04/24,Betis,Sevilla,1,1,D,1,0,H,2023-2024
29/04/24,Barcelona,Valencia,4,2,H,1,2,A,2023-2024
03/05/24,Getafe,Ath Bilbao,0,2,A,0,1,A,2023-2024
04/05/24,Sociedad,Las Palmas,2,0,H,2,0,H,2023-2024
04/05/24,Real Madrid,Cadiz,3,0,H,0,0,D,2023-2024
04/05/24,Girona,Barcelona,4,2,H,1,2,A,2023-2024
04/05/24,Mallorca,Ath Madrid,0,1,A,0,1,A,2023-2024
05/05/24,Osasuna,Betis,0,2,A,0,2,A,2023-2024
05/05/24,Celta,Villarreal,3,2,H,2,1,H,2023-2024
05/05/24,Valencia,Alaves,0,1,A,0,0,D,2023-2024
05/05/24,Sevilla,Granada,3,0,H,1,0,H,2023-2024
05/05/24,Vallecano,Almeria,0,1,A,0,1,A,2023-2024
10/05/24,Alaves,Girona,2,2,D,1,2,A,2023-2024
11/05/24,Mallorca,Las Palmas,1,0,H,1,0,H,2023-2024
11/05/24,Villarreal,Sevilla,3,2,H,1,2,A,2023-2024
11/05/24,Granada,Real Madrid,0,4,A,0,2,A,2023-2024
11/05/24,Ath Bilbao,Osasuna,2,2,D,0,1,A,2023-2024
12/05/24,Cadiz,Getafe,1,0,H,1,0,H,2023-2024
12/05/24,Ath Madrid,Celta,1,0,H,0,0,D,2023-2024
12/05/24,Valencia,Vallecano,0,0,D,0,0,D,2023-2024
12/05/24,Betis,Almeria,3,2,H,2,1,H,2023-2024
13/05/24,Barcelona,Sociedad,2,0,H,1,0,H,2023-2024
14/05/24,Osasuna,Mallorca,1,1,D,1,0,H,2023-2024
14/05/24,Real Madrid,Alaves,5,0,H,3,0,H,2023-2024
14/05/24,Girona,Villarreal,0,1,A,0,0,D,2023-2024
15/05/24,Sevilla,Cadiz,0,1,A,0,0,D,2023-2024
15/05/24,Vallecano,Granada,2,1,H,1,0,H,2023-2024
15/05/24,Celta,Ath Bilbao,2,1,H,0,1,A,2023-2024
15/05/24,Getafe,Ath Madrid,0,3,A,0,2,A,2023-2024
16/05/24,Las Palmas,Betis,2,2,D,1,1,D,2023-2024
16/05/24,Almeria,Barcelona,0,2,A,0,1,A,2023-2024
16/05/24,Sociedad,Valencia,1,0,H,1,0,H,2023-2024
18/05/24,Alaves,Getafe,1,0,H,1,0,H,2023-2024
19/05/24,Ath Bilbao,Sevilla,2,0,H,2,0,H,2023-2024
19/05/24,Ath Madrid,Osasuna,1,4,A,0,1,A,2023-2024
19/05/24,Barcelona,Vallecano,3,0,H,1,0,H,2023-2024
19/05/24,Betis,Sociedad,0,2,A,0,2,A,2023-2024
19/05/24,Cadiz,Las Palmas,0,0,D,0,0,D,2023-2024
19/05/24,Granada,Celta,1,2,A,0,0,D,2023-2024
19/05/24,Mallorca,Almeria,2,2,D,1,1,D,2023-2024
19/05/24,Valencia,Girona,1,3,A,0,1,A,2023-2024
19/05/24,Villarreal,Real Madrid,4,4,D,1,4,A,2023-2024
24/05/24,Girona,Granada,7,0,H,3,0,H,2023-2024
25/05/24,Osasuna,Villarreal,1,1,D,1,0,H,2023-2024
25/05/24,Sociedad,Ath Madrid,0,2,A,0,1,A,2023-2024
25/05/24,Almeria,Cadiz,6,1,H,0,1,A,2023-2024
25/05/24,Vallecano,Ath Bilbao,0,1,A,0,0,D,2023-2024
25/05/24,Real Madrid,Betis,0,0,D,0,0,D,2023-2024
26/05/24,Getafe,Mallorca,1,2,A,0,0,D,2023-2024
26/05/24,Celta,Valencia,2,2,D,0,1,A,2023-2024
26/05/24,Las Palmas,Alaves,1,1,D,0,0,D,2023-2024
26/05/24,Sevilla,Barcelona,1,2,A,1,1,D,2023-2024
